convective_available_potential_energy_mean_PCA_1,convective_available_potential_energy_mean_PCA_2,convective_available_potential_energy_mean_PCA_3,convective_available_potential_energy_mean_PCA_4,convective_available_potential_energy_mean_PCA_5,convective_available_potential_energy_mean_PCA_6,convective_available_potential_energy_mean_PCA_7,convective_available_potential_energy_mean_PCA_8,convective_available_potential_energy_mean_PCA_9,convective_available_potential_energy_mean_PCA_10
0.29624704389895967,0.6520882831513167,0.42598602451017703,-0.5034596903062775,0.0629696187588897,0.15918043603115695,-0.05784534668781559,0.0864810701301919,0.07808332576778138,-0.044938222653572044
0.33897584809991144,0.7162615596300528,0.4198307481826454,-0.4257032702957095,0.030523607865854983,0.09045381635216981,-0.06928421435632894,0.06645432522400503,0.007035204895207543,0.001522082720398739
0.420292250430922,0.7787117653364134,0.34727312152895173,-0.2802756880418839,0.05795691504225228,0.023214391769601387,-0.03428915020688737,0.008686640289403856,-0.028016391363503063,0.07715728377186498
0.3591407539354624,0.8522785485146336,0.2392524296518952,-0.07375956226853375,-0.08464833164675076,-0.18551206026865605,0.039827340319500096,-0.16864773385802775,-0.12384685555885014,-0.023347621099923957
0.39389870166712265,0.8562770464666162,0.1951124702221157,0.06186484322245606,-0.08918139355852416,-0.20700873179366455,0.04631897211230306,-0.13701813286300302,-0.03714019249279693,-0.004901399894505214
0.40225753886730986,0.8528033191820714,0.08048544265409312,0.22898261971407974,-0.132615761726674,-0.1605866255509051,0.04658451205035327,0.008181685430856239,0.0731246328041835,0.010162420771398315
0.41812022866825216,0.7555872580067512,0.003570708540971926,0.3748619910182304,-0.1777531034843943,-0.1638017445166446,0.07147554277352307,0.17194579631670256,0.1699874629979886,-0.031974286179880254
0.577395513104082,0.7039768376390517,-0.15897170162069105,0.3374197652197775,0.008330675198044608,0.1156293081295254,-0.055136345637135396,0.07382279749545145,-0.10228116093969608,0.02883507116547063
0.6606333208626867,0.6083021613571925,-0.22741879982183968,0.3131976358852928,0.04482451398837069,0.16585371683803232,-0.09385480975639336,0.06575372439702308,-0.10207233798706394,0.014821620383645427
0.7428589203048028,0.526360650117598,-0.2535434494356455,0.25293354933306716,0.08233265500388957,0.17844980258085938,-0.07249280685323242,0.017853699877235292,-0.04644474205776998,-0.006598339218850819
0.8245129391034373,0.4322817186664893,-0.26641516509436547,0.09075791468488574,0.13361816735775986,0.1711697536479612,-0.0015598206910472877,-0.0857344417717059,0.051929152740921136,-0.02086384389114088
0.892116948185946,0.2542708673467008,-0.30837188147363176,-0.016605767770851584,0.09165629359376515,0.11291084950363849,-0.01183273843277182,-0.1458846072595839,0.1054492722539299,-0.051543379886522155
0.9231613057883309,0.16212879620305795,-0.2841209912302776,-0.0968175277442742,0.12773869986948985,0.07237916519509906,0.06702746870402497,-0.09543828577077372,0.07945357669632125,-0.022787945846183474
0.9337457700097723,0.10022907931831548,-0.2762110324398037,-0.12525170230542368,0.1420888835214938,0.02895160453011821,0.12123020176337608,-0.020801869550903684,0.040377838676772394,0.036675321054286884
0.9357450057895591,0.02158665420385745,-0.2586417840120468,-0.1707278106130376,0.11951499953306692,-0.025277140898817333,0.1460626407275777,0.029400014682218367,0.0018511541653804132,0.05541699373307721
0.9434662971068458,-0.02159486053172874,-0.20304908698107185,-0.1569992731406782,0.11210722162597446,-0.0982897824412294,0.13860404244538718,0.08417147253154748,-0.060953007574948204,0.054068963096511435
0.9547883621323184,-0.0755598683338916,-0.20210056122519107,-0.16804961113354405,0.04429233207100817,-0.10256162939532412,0.07934606797920202,0.06032325270803818,-0.03785804636401645,0.01138597497641546
0.9561701906346157,-0.09201778716441647,-0.2242161302928954,-0.15580925127507997,-0.010989530632865188,-0.10644560052490958,0.0369868200017258,0.040194457036888454,-0.020488406680313223,-0.0026053496856352147
0.9481330728480247,-0.1216157275442346,-0.22563046991355387,-0.16088195682239942,-0.04199976075100844,-0.10924873541749347,-0.016030066943402966,0.04501579252323972,-0.029234363875585496,-0.05556628486354341
0.9506878366404284,-0.13909715773506925,-0.2000235370458203,-0.15210599065140148,-0.041170541375142845,-0.10949553903317881,-0.0526552051698317,0.051036288417962226,-0.044515223859932326,-0.062310432473609415
0.9491111730943242,-0.18095665897544247,-0.1844072034373648,-0.1258277737894308,-0.052280983753304325,-0.11456291894034062,-0.08977165131051472,0.03722306035847731,-0.04080937826609759,-0.05158098246311414
0.9625186351699379,-0.19783167404045499,-0.08972309531479908,-0.08063894798933896,-0.08636502740904516,-0.04599536842174711,-0.11177517706814794,0.01089844344781106,-0.02480293853567554,-0.06720327854402446
0.9631598895571423,-0.199569999112815,-0.09159135755638521,-0.052283277008025125,-0.12003722346231499,-0.029321213145275738,-0.1213465279880057,-0.02359335556743861,0.018138453239260364,-0.03238334333831097
0.9614861679621514,-0.21894633379748854,-0.05041397580434448,-0.03632395448727597,-0.15078005713251916,-0.012732082246754392,-0.10070466763888823,-0.03686621443304105,0.025720039669496594,0.02500615281844947
0.9557839773401275,-0.2419683477952109,0.005182350833140278,-0.015316921337927785,-0.15522961691916498,-0.013363897723628544,-0.08525765578206394,-0.03521825841115276,0.026200410086494225,0.07593835062375648
0.9533128840517936,-0.2551526937854086,0.05314763632297669,-0.008451553030348466,-0.1610911636200375,0.01654475521184333,-0.06009155837548602,-0.0232165039549498,0.027434843771844707,0.07989582082660125
0.9408793367219643,-0.2599386313863324,0.09544803736208468,0.013512282026574266,-0.18634341199592866,0.05835407345075767,-0.035043067910118374,-0.039296111024487906,0.04250571451005091,0.08314174114253185
0.9372069611207738,-0.27004698908295405,0.14302322512337315,0.014493759326917257,-0.1648575836150599,0.10068923856989392,0.040199973035121586,-0.0006451554155575222,0.0071416978017006865,0.025788861526833986
0.9235308802133932,-0.2725992885339162,0.2000003063309626,0.042708334737827716,-0.14783299897352706,0.12927977800924204,0.0736539217864954,0.0037934594306375338,-0.009953237225004252,0.0006280122405691971
0.8933186441485621,-0.2802949880163742,0.28332883273220855,0.06818959097775858,-0.12249383207175157,0.14592724386660227,0.11542560657520934,0.005911042677532499,-0.03357087040461556,-0.03348691272344405
0.8666048732143816,-0.2914172418943599,0.35924181578031855,0.09785519286220867,-0.07233505077454484,0.12117871305085834,0.1202605621385872,0.020046250286046466,-0.04106782013148085,-0.049165698232780775
0.859196735064915,-0.2785745192791069,0.39390682740663474,0.15294412645992905,0.009867370170971085,0.08916216403953287,0.09049315741587238,-0.01337537042739554,-0.018217158703602222,-0.041104689232604734
0.8448873132621646,-0.28268149996891306,0.40509127290345087,0.1856741066202257,0.12883085500336755,0.011999814442555004,0.03245123284035913,-0.008434619974982238,-0.012302796776676887,-0.03853083894544716
0.82472327612759,-0.3034119281149819,0.352430172490188,0.19864001833664227,0.24532641366185376,-0.1187593510122667,-0.03412798406175529,-0.012002104261489541,0.013830577512922514,0.008520499497269525
0.7894751539652136,-0.28248363036773394,0.37759543310542787,0.19492553410092553,0.3214152385533143,-0.14297954067002447,-0.0568255281662448,0.02453284445943043,0.006239818003895908,0.015699172377861535
0.8782246041791856,-0.2737838617822868,0.20413662418736925,0.14032344783972062,0.2182072479145686,-0.13280977926897003,-0.1388548787688813,-0.010069301027498657,0.05293185128015302,0.021763862772181675
