storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8
1,mean_surface_sensible_heat_flux_max,3.750424130027189,1.3825873110903215,-2.7188091306116062,4.223899739193379,1.9441352104218361,0.21227149349006486,-0.23695891833837657,-0.02245910327601503
2,mean_surface_sensible_heat_flux_max,0.2738805488623429,-1.4489940515406747,1.1044487782751458,0.3723516416140115,-0.5438821724199365,-0.13705390426464772,-0.17016002557957852,-0.13176211784203953
3,mean_surface_sensible_heat_flux_max,3.7322603680214725,2.684972702279627,0.878695968769268,1.2746889187808252,0.8159976747866825,0.09968072753599004,-0.7782349075674668,0.21418768266437327
5,mean_surface_sensible_heat_flux_max,17.703651440484542,-3.6806335510196506,-3.39806136286743,-1.497075330259684,-2.3206888255914975,0.46494760446080835,-0.024664152364748886,-0.3365359545198379
6,mean_surface_sensible_heat_flux_max,-2.0449404521593806,-0.329377719642405,0.3928072680598353,-1.3305090123790504,0.019173879702144427,-0.6036502696714423,-0.42858711194104776,-0.2541090468720914
7,mean_surface_sensible_heat_flux_max,-5.390682882847998,-0.33225216180324585,-0.3907064629683405,0.04950842687430909,0.0752713810207706,0.15629709264236893,0.24060848625102502,-0.3542912087866087
8,mean_surface_sensible_heat_flux_max,0.009694422132961733,3.3223780813920367,-0.569433652657701,-2.503527570968562,0.9931160697094875,0.5947919648775206,-0.2913612135496433,-0.12183065875265871
11,mean_surface_sensible_heat_flux_max,-4.067356714065542,-0.15620285090638844,-0.03774929480415761,0.13967300073982614,-1.1147873770303078,0.35058403378183556,0.09086405217433276,-0.394661760584678
12,mean_surface_sensible_heat_flux_max,-4.181448666522929,-0.3316671517983264,-0.8042881490466075,-0.7782309200204226,-0.0871569610769028,0.1150422582221162,-0.1618164698246524,0.03648503593873667
13,mean_surface_sensible_heat_flux_max,-3.0940473184599226,-0.9542612689422498,-0.46831675586679916,-0.38394370362290303,-0.24331849408372855,0.3487529438368626,0.2159091152913876,-0.2016815576076906
16,mean_surface_sensible_heat_flux_max,-0.400441526740016,-1.8523815167869617,0.6910189169803284,0.12004521465602505,-1.5881660048696167,0.17505866866259037,-0.07612879743275489,0.07322711824204853
19,mean_surface_sensible_heat_flux_max,7.752001654561583,0.9274738125744711,1.3732820761568896,-0.26660273355644,0.2287744859589422,0.6280044201435269,0.7252577083225978,-0.5757215358602807
21,mean_surface_sensible_heat_flux_max,-5.318784812555387,0.461657328799905,2.5917940802566326,0.41781883712531076,0.5274827658767529,-1.3365276718209627,0.23099325076736144,1.1240379215383702
26,mean_surface_sensible_heat_flux_max,-0.49528061197765894,1.598043899242697,-0.9930911062674785,-0.20008947772858351,0.03309683837937177,0.1309791862113822,-0.004633506636885795,-0.11374019499228902
27,mean_surface_sensible_heat_flux_max,2.1473569205488308,-2.0707932286138058,1.0222333323283437,-0.6066672960769285,-0.15432520412659104,0.006536214422277133,-0.15527778165524903,0.20730773453653423
29,mean_surface_sensible_heat_flux_max,0.16855105728323677,-3.6703233465135097,0.059104135425837895,-0.511102333470458,0.28308538342188116,1.1029654244714384,-0.4422557099327279,0.21133845107830573
31,mean_surface_sensible_heat_flux_max,-5.192859534072709,-1.6805948865103202,0.13628949911130475,0.10610014597636445,-0.6843320183367991,0.2330553744276295,0.017051663250262746,-0.1207654937549848
32,mean_surface_sensible_heat_flux_max,-5.396533197208971,5.016964825662541,-1.8572402297149826,1.0173224034141188,0.5327348849271175,-0.7755851007748121,0.3511178343414288,0.08401897980631727
33,mean_surface_sensible_heat_flux_max,-1.183623856348329,-2.8629875717794366,-1.0234832466129271,0.39902731804684977,0.21194633534020943,-0.15747457203044182,-0.3565517891292534,-0.26116637007745663
34,mean_surface_sensible_heat_flux_max,8.534806800036211,1.614403337012192,0.31816533884132,4.05808080118074,0.8469458626076596,0.8602911859714261,-0.5039442676764359,-0.36506660912558836
38,mean_surface_sensible_heat_flux_max,-2.6852478984823627,-4.181948451671835,0.16513250867815138,0.15348477548901504,-0.20686981083842462,-0.3706271321906289,0.15129029350905965,-0.36464807271225463
39,mean_surface_sensible_heat_flux_max,-3.7176279928025724,-2.709768628618031,-0.8080201791635631,-1.4070448184956192,0.2990907355579993,-0.33086295694874396,0.06668332674354523,-0.1845299203891686
43,mean_surface_sensible_heat_flux_max,-6.003643130321836,1.0350865234968964,-1.365947534047651,-1.0571035458617104,1.039007357824811,-0.16862385477371974,-0.38834288339080164,0.26004280438075195
44,mean_surface_sensible_heat_flux_max,-0.40068448580427124,-0.1811177126584738,-1.0207411513110358,-1.3606946265924338,0.9633927382631344,-0.16930602199964376,0.014423981330607648,-0.06651563338143006
45,mean_surface_sensible_heat_flux_max,-6.8589822021849045,-0.08456874584707205,0.24140885299377926,0.9290879040872443,-0.029409628313906998,-0.09691149785104969,0.22670729213953705,0.18485795366463478
46,mean_surface_sensible_heat_flux_max,-5.756107394667289,0.11722752067021378,-1.18196227542159,-0.11796535184087531,-0.28871578025474437,-0.008979561145602305,0.20834202491583956,0.10059477263698928
47,mean_surface_sensible_heat_flux_max,-5.994031824766529,0.2883274309387427,-0.4969165248320745,0.661126121783609,-0.7859612771607987,0.10519101875400348,0.2602416607047418,0.02383276192987193
48,mean_surface_sensible_heat_flux_max,-4.8936562801202825,0.09384286472311472,0.8775308770928067,-1.0809518877875675,-0.056461468271214364,-0.2742556685683191,-0.5243073455924634,-0.003340128599807531
49,mean_surface_sensible_heat_flux_max,-3.78558659557451,4.0314577824627875,0.2742768720801607,-1.1411049636337545,0.4898998782579033,0.5227380570563204,-0.06224254058972677,0.0977404981385337
50,mean_surface_sensible_heat_flux_max,-3.389455426045996,-1.1318875376265625,-0.23367754874310842,-0.932003372309869,-0.162676571361882,-0.3514447494978613,0.020925916057614864,-0.3028706132692217
51,mean_surface_sensible_heat_flux_max,-1.567205742944699,-1.3020709765028595,0.23127483565766244,0.03621308499412707,0.49290913267230857,0.1574862843487184,-0.7174949862489196,-0.3571672441731959
53,mean_surface_sensible_heat_flux_max,-3.5220579557776404,3.66565895703,0.7790606880847192,-1.037100746523477,-0.547090216457318,0.3798604954489871,-0.44382923804491414,-0.14038576518937573
54,mean_surface_sensible_heat_flux_max,2.8715823243909684,1.381123466821255,1.6285664084380476,1.6967076571475508,0.14734585531932795,1.6103935547004185,0.3473625054771674,0.7857784399309357
56,mean_surface_sensible_heat_flux_max,0.6528813776083143,4.752470797993738,-2.787483739870028,-0.39070708807036375,-0.5480123016886488,-0.045437556792939766,-0.3070777226491388,0.27149522393823416
58,mean_surface_sensible_heat_flux_max,7.133573896171435,2.5688932104139055,-0.08241743110260885,-0.6592454214300754,0.8002577719082368,-0.7491077037524382,1.0896828215409826,-0.15593208367456718
60,mean_surface_sensible_heat_flux_max,0.6003118419809375,2.110856857003636,0.516703717846888,-1.8130150849748037,0.10637302160769117,-0.10365379344040725,-0.2289037560074873,0.8441821671134782
61,mean_surface_sensible_heat_flux_max,2.3035408234538486,2.455112116061111,2.0093432936898186,-1.8066817900680965,-1.0053940428032793,0.20525019600264863,-0.23403548567770682,-0.6545062698822561
62,mean_surface_sensible_heat_flux_max,4.638173091438267,-2.4110631929697535,1.2848138329493268,-0.3013583228423807,0.650524003216555,-0.911979813452647,-0.17007129394582665,0.28519225167890927
63,mean_surface_sensible_heat_flux_max,-0.9220381127991996,-1.1012457749576672,-1.9025941833863529,1.2749363997944263,0.3091939443716284,-0.5771222870347116,0.42729489469306126,-0.7382665722660529
64,mean_surface_sensible_heat_flux_max,-1.6233595480233032,-2.1264614762283665,0.2633817701330284,0.18904308495944094,-0.6757721298157157,0.23249976916283618,-0.07617727604211202,0.08770736605245134
65,mean_surface_sensible_heat_flux_max,-4.840216027298708,-2.926324291118413,0.7774561255297064,0.8001353556881724,-1.1904276232591307,0.42427382279114584,0.024359027439355953,-0.0950150611462148
66,mean_surface_sensible_heat_flux_max,3.252840257760453,3.230960311257377,-3.341548191783571,0.534957334567275,-2.2162787877467736,-0.4100205649377086,-0.7401309803220187,0.2607991988982788
67,mean_surface_sensible_heat_flux_max,2.2247598603050873,-2.00018729319437,0.00905901202542643,-1.3627503553697118,-0.1003445048269093,0.3008052112642453,0.13044905037404708,0.3924927643068459
68,mean_surface_sensible_heat_flux_max,-3.723415959578818,0.0432759275371381,-0.11397036499524367,-0.475094072102067,0.3063268176883156,0.07829564868388542,0.03587485151801888,0.12014887878572825
69,mean_surface_sensible_heat_flux_max,6.288376447895942,-2.477959787618259,1.566057254503769,1.2173171263682103,-0.017712224656627435,-0.7399577441383461,-0.23123079274956393,0.03836037307211342
71,mean_surface_sensible_heat_flux_max,-2.5122670788156696,-2.004456665449813,-0.40227361829036035,-0.8563138183349889,-0.26801754526450045,0.45852869995611806,0.17962401395264194,0.12619148381494377
72,mean_surface_sensible_heat_flux_max,4.322488226223289,0.06517438892438625,2.4488334804455008,0.5235307239947049,-1.250000637117972,-0.5608589181925403,-0.44587013824188376,0.30778429781088784
73,mean_surface_sensible_heat_flux_max,0.1372099328285878,1.925209632929042,0.14214464679018554,-1.1263787817376116,0.0028882895052420037,0.9098781133929265,-0.39953467188322367,-0.05747877799762635
76,mean_surface_sensible_heat_flux_max,-2.968178600816301,2.7139388369421233,0.7136110364427702,1.1676543360600689,0.6664454603318164,0.6539656583419402,0.032538943869624304,-0.1598100794963801
77,mean_surface_sensible_heat_flux_max,-3.523666942626237,-0.1578383212566879,-0.17273248302533867,-0.03329000650390487,-0.05544417050721364,0.025648051317177692,0.06369192257242386,-0.05412012630902447
78,mean_surface_sensible_heat_flux_max,5.927495519226947,1.8355043108782465,4.3609356159396615,0.0669742989381121,-0.12208546857039781,0.6292212958472716,-0.9305806297688257,0.1589824702866632
79,mean_surface_sensible_heat_flux_max,-3.5301563107350957,1.279256667019814,-2.168117665856089,1.4043175488272714,0.6403022822885271,0.1884091120566182,0.050305363456976775,0.18185372018548493
80,mean_surface_sensible_heat_flux_max,4.2694001600795195,-5.271342412868038,1.8405013853365986,-0.8468222706071508,2.2681092056119487,0.34460444636802473,0.5866063579040576,0.4983460638126299
81,mean_surface_sensible_heat_flux_max,1.97392969144982,-4.745960031384788,-3.141210264152427,0.8965140423138398,0.421991473030072,-1.4895615033954006,-0.5245935736196231,0.3926409648690431
82,mean_surface_sensible_heat_flux_max,2.8271047124501694,-0.9515388298118032,0.5669476633410245,-1.4083440383625025,2.8492577665481034,-0.9768598707089315,-0.559647304229702,-0.9577174688540597
83,mean_surface_sensible_heat_flux_max,3.294771208452236,1.9313296910350435,0.13972562266450766,1.0172557202201706,1.4740873649265984,-0.1871845902624856,0.16846472307942115,-0.37632386081114416
85,mean_surface_sensible_heat_flux_max,10.286478371871633,-2.5803175564763854,-1.4876662121699251,-1.2712042684700189,-0.09137774474446636,-0.5098166898307249,0.29928348681215444,0.6917975792814273
86,mean_surface_sensible_heat_flux_max,2.9480425680010693,3.761179370788907,-1.3920400063881768,1.4845119598009175,-1.5496138051509196,-0.6678311210769848,0.3820777610277532,0.4165970238885426
87,mean_surface_sensible_heat_flux_max,4.729844749370146,8.211256038566132,1.867259354724907,-1.0161939574654537,-1.2583107283252766,-1.1047198134927902,0.8776267416423142,-0.3953425677665397
89,mean_surface_sensible_heat_flux_max,1.5409266959384877,-0.0693969501915272,3.3850660525715237,0.7645540798857818,0.17059559984901607,-0.6371574891603973,1.0023609769194073,-0.057000734341555226
90,mean_surface_sensible_heat_flux_max,-3.994199859578509,-4.182237448390959,1.8809784998973582,2.5282989711151527,-1.8269066741904423,-0.23414228121347452,0.4927308571342657,-0.39835311743945173
93,mean_surface_sensible_heat_flux_max,1.7358526592423957,-0.7773998328010658,-2.8391775969062305,-1.2714033744953182,0.980408486446434,1.4957037523342054,1.3693115994417537,0.28032355618240645
95,mean_surface_sensible_heat_flux_max,-5.0544268153743515,-1.7600627780476992,0.6617675608011735,1.325383368325936,-0.6006277585165806,0.4847029214354759,0.23458276597799477,0.014770171287077388
