storm_number,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14
1,vertical_velocity_800_mean,11.459611350309347,-4.0572452869591045,0.3495482130477081,3.043925800741156,-0.9613194318899608,2.8968899297286,1.1681452263487204,1.771018020697386,0.727417560246407,-0.47749511709368975,-0.9653648124217024,0.201626517824242,0.018181193298075736,-0.5167470252376565
2,vertical_velocity_800_mean,3.0591006321793217,-1.8810356211464319,-0.6438722063656492,-1.5117882663473985,-1.1951751627497107,0.980512267618381,1.914733350979372,-0.26266542536315746,-0.0971536029730726,-0.3153499627251646,0.46724170537469156,-0.2716209885259972,-0.1042135721678362,0.33455106863454537
3,vertical_velocity_800_mean,-1.342140306374249,0.7882764172177003,1.4106431637613956,1.635830388766938,1.4044840764298994,0.5056329931486327,0.8103832283478023,-0.2542232928565136,0.8365606957500134,-0.4441680739068477,0.5726179669193145,-0.0038777876885298036,-0.30120716502838785,-0.004963595878810515
5,vertical_velocity_800_mean,-2.9052945021350878,0.7185253224563611,-0.3482933679073238,-1.0910788096532507,-0.743966248273285,-0.008649669252786525,-0.24960263831433652,-0.028978231517449847,0.3953459829785978,-0.17372803908849474,0.21206678739688145,-0.20749269393531264,0.07242285439824214,0.39116353805811077
6,vertical_velocity_800_mean,-0.3831696613613533,1.6043401674564524,-0.14046292118102674,0.7009868971664742,-0.4371593236921087,-0.30734666259764415,0.4185953126714749,-0.047483481236923544,0.23287440870753934,0.17177470072031964,-0.027770218850005166,0.2316850136086075,-0.2975254684021564,0.2501514213939764
7,vertical_velocity_800_mean,1.0364043651445498,0.5313607889571024,1.4539132184654824,1.8227304188895563,-1.7374972108281617,-0.5137776386977851,-1.2666977421453707,-0.31489609000195395,0.26958555976764986,-0.43971935914995586,-0.2169214273356373,0.13378615346072925,-0.46073685195003905,0.4497894951381179
8,vertical_velocity_800_mean,5.30768665715824,0.8155807325275886,-0.18198030411848945,0.9672938565643034,-0.020407584450055475,-0.30506602483294104,-0.7257142848931344,0.5577393172105447,-0.8385163006349515,-0.2259737942494781,-0.344980715078047,1.0780728261693178,-0.10612883070223693,0.7145613462610851
11,vertical_velocity_800_mean,-3.6788255226047912,0.716897097735197,0.4507888909485817,0.2812782327084763,-0.21702264355565792,0.16384682556480257,0.23831899354555852,-0.3033893962276374,0.4263161746161794,-0.09026919802312793,0.09291932428862074,0.21293775201820941,-0.13012709718166637,-0.39622652143216236
12,vertical_velocity_800_mean,-3.117644221235455,0.41836150213848694,0.0032552107440685066,0.06846603193252454,-0.07392236087155678,0.19778241427597673,0.0028471227263904162,0.3756391833767471,-0.13534819090603908,0.09810016412706654,-0.00999089593683605,-0.34080844922234016,0.2528137289302623,-0.20866067547397404
13,vertical_velocity_800_mean,-4.698358366440486,0.8782871095708523,0.13259992211448293,0.11933670759942853,0.24004494955237787,-0.18717467226452533,0.7497497311521504,-0.2582844243943946,0.551265296899788,-0.36342662049085667,0.2721252133444507,0.1768628510445345,-0.02046455966526134,-0.23912793823717415
16,vertical_velocity_800_mean,-1.6989147325974752,-1.5995362533498898,-0.5339429026059077,-0.3149672466310398,-0.3994122605563921,-0.7985212218756231,-0.8758459701561534,-0.29036345385718626,-0.09684846182762975,-0.2539791835860717,-0.04223340634811874,-0.2650078194257387,0.4766142437876963,-0.49735448327338627
19,vertical_velocity_800_mean,-4.359429756338987,0.8464560975990054,0.4498275448367929,-0.13530738881684853,0.38870606766702065,-0.08137577541615316,0.5162335830334102,0.24495932522776184,0.1093784537785589,0.3667523495395237,0.14706002703964166,-0.10291134956097256,-0.07069871461733948,0.27547517874099003
21,vertical_velocity_800_mean,0.9963104607910608,1.624072082797254,2.267160073619885,1.7227902764517515,0.9484213604268723,1.2668098572884718,-0.37992365722440163,-0.062404444101977166,-0.16960928828147143,1.5252918817258978,-0.45709324602433465,-0.5005862663179568,0.19346624541707255,-0.15698506721071803
26,vertical_velocity_800_mean,-1.2782646599131764,1.2148111979486897,1.4697149375890537,0.9601535017084675,0.14264290127202597,0.1842162860989873,1.052316812918404,-0.38736837030554827,-0.024261243785649426,0.6085260925476145,0.29870954742773803,0.4282650569727646,-0.17559184422315616,0.23625735384144916
27,vertical_velocity_800_mean,-4.562458096459245,0.9819882448896201,-0.03858375505187804,-0.22503885471896473,-0.23801725509889848,-0.4517080047547465,-0.14530537215736158,0.3041741398480072,-0.1627282359993543,-0.10410844000015525,-0.3640943598765449,-0.21694216747405978,-0.07802176034991265,0.10894702165308459
29,vertical_velocity_800_mean,2.917617095831278,-4.386295072896413,-3.552836606583176,-1.5958785638736528,2.6237302202141675,-0.49853622487427895,-0.09605543429168499,-1.5184277805710447,-1.2571940229171037,-0.786294401447541,-0.8942255217127976,0.6350788766279511,0.03841479948563607,-0.6841997843235382
31,vertical_velocity_800_mean,-1.4997850480817363,-0.736764443713579,0.4244233729116645,-0.4244727668985328,-0.48168968321475386,-0.0216531979493228,-0.6143160833720533,0.4164326046108846,0.6360468546851359,0.02990860641690953,0.10489717606001689,-0.13867046037654618,0.4310148042603682,0.07635063537691932
32,vertical_velocity_800_mean,-2.0268070219291934,-0.9066380567774068,-0.6597236983920501,-0.8888801042581691,-0.034503824090768735,-0.0847636327686174,0.039552646863735025,-0.17641039874224035,0.001549792364640062,0.2624522314466595,-0.48245235326915525,0.19448391697088052,-0.5542895098937815,-0.29186727086358855
33,vertical_velocity_800_mean,-2.625441861155634,-0.9755668873731673,-0.23786178064321084,-1.016201402074921,-1.390243011354394,-0.10337203257033717,0.2376875725392447,-0.2959436367665892,-0.11723683105487313,-0.2994435601958134,0.17323096576776062,0.282132813441139,-0.10226830338390379,-0.08201673877364178
34,vertical_velocity_800_mean,0.028079354191550318,-1.2100769367769804,-1.658619952451197,-1.509947940748926,-0.19625299440535868,-1.1682591292462319,-0.6920130287311406,0.2649930345716702,-0.419169557786888,0.031281598816140205,0.013711005124073429,-0.18709192745444275,-0.18270304779472893,0.5973713441959695
38,vertical_velocity_800_mean,6.9412803117787085,-1.8897239019201617,-0.09918967058400369,0.7138358043059473,-1.7692464519209337,0.7307356574402971,-1.2139208355466438,-1.4502899715847657,1.1261052319106362,0.057531901820446256,-0.7064991090274038,0.4090666370310052,1.07521202987156,0.47152314428305464
39,vertical_velocity_800_mean,-1.864509733141083,0.9595436458252741,-0.4567310139861075,0.15274601615993277,-0.6514463679021247,-0.2201158560019579,-0.016918517258213615,-0.3661211168404467,-0.08662573701259034,0.18181567023054102,-0.4789387237846393,-0.008525014437351494,-0.06563275426065893,0.10418961637491506
43,vertical_velocity_800_mean,3.5277335713521696,-1.1873981325696883,2.9996822971729555,-3.5381241850750005,-1.0983135567464972,2.49458758970696,-1.2253165513892568,-1.1624373356820317,-1.150874459192174,0.4477368058839474,-0.20081176386994787,-0.2562852376343731,-0.8467768664578476,-0.06960411096889405
44,vertical_velocity_800_mean,-3.6921327987545243,-0.13964365543949261,-0.051882102198470774,-0.031972586474610286,-0.9528016598735752,-0.48479983681903116,-0.4144581442413971,-0.28486405687635896,0.21649066695069533,0.24059718179006076,-0.4814228406222524,-0.05226071718698341,-0.07026354651419413,-0.08702259529697667
45,vertical_velocity_800_mean,-5.231577121324044,0.5853561563697159,-0.05190140713569419,0.023861503158691805,-0.49587968110853897,-0.3912814457534067,-0.18785114085666038,0.05118595436423845,0.0995973573563726,-0.029665546590089253,-0.08732325917137465,0.06671625756031095,0.003395528370957718,-0.1732159621316501
46,vertical_velocity_800_mean,-3.02112633839554,0.006860772168634019,-0.5067940735704176,-0.03702384491978797,-0.20386612743167554,0.039377067402672744,0.06392471056106033,0.296264865112988,-0.061052863950131195,-0.04372529439495627,0.05581789529140409,0.13976653051264157,0.054904833387454575,-0.3733654747359479
47,vertical_velocity_800_mean,0.16754575079700826,0.32192357707103414,0.6016567314307344,0.4180210445225899,0.16583200429120631,0.5258375313650261,0.5983524245356308,-0.8616265457951279,0.5414705155971967,0.0874394656562402,0.2672188590344635,0.18293105677361107,-0.5138408093353978,0.16050490189560243
48,vertical_velocity_800_mean,-2.923501946701069,0.803659777531222,0.6123132626353395,0.10616214805446857,0.3535581355669937,-0.0918330339936329,0.285975626590322,-1.0068288747912117,0.8096629920385683,-0.3654883542897231,0.24055491543734503,0.12266872094856504,-0.056349762242368165,-0.2693179306366714
49,vertical_velocity_800_mean,-3.5397159629523633,-0.253456278410439,-0.7706331364794893,-0.26987507542540423,-0.4712950718561769,0.1936697787436728,-0.10233516101464199,0.40359601799226025,-0.20563825354266488,0.09358360641632417,-0.114584375538279,-0.07745221966807847,0.07524347457789225,-0.3664402045968846
50,vertical_velocity_800_mean,-3.3238456554683493,0.04861647187699194,-0.004012751429899895,0.2661362664859589,0.07803908809183385,-0.0319266317952353,0.334055243373706,0.4415205327965252,-0.08572708926258985,0.2795272045837488,-0.07515854180821184,0.2047085874070429,0.040715848963389534,0.0030746661166053887
51,vertical_velocity_800_mean,-3.475737988873291,1.2332337397730393,-0.24938184031158556,-0.2569171836058589,-0.2246312874991902,-0.5721594947890561,0.01675534838803797,0.20160291928066096,-0.21868755138367754,-0.06152137866011543,-0.2976754283586613,0.3123554449143855,-0.09787621194943381,0.47891742759086814
53,vertical_velocity_800_mean,2.502021164623128,0.08768628965702066,-2.086389486373052,-1.1263785538547533,0.37581342198439166,1.1991971915339266,-0.5002504472151085,0.9678808287933975,-0.3909881811746,-0.27926268984293234,1.0444658778266072,1.0675295144890682,0.8289799124077877,0.29687337442415795
54,vertical_velocity_800_mean,0.5192790019042953,-0.3260053499003478,-0.45851505987261987,1.9281699286269294,1.903536958189892,-0.06403234140022475,-0.820346673520762,0.38518042401077307,-0.18764416796721756,-0.6127177888246942,-0.18332972059806638,-0.4957520102109752,0.30142038579475194,-0.36490971662118954
56,vertical_velocity_800_mean,-3.1321061034611137,0.8096768118025185,0.21160133992740335,0.761313576777853,0.0708584494133451,-0.3975232381692488,-0.8994536424515991,0.020683193817017387,0.43414224692108805,-0.36354288601660084,-0.4620201386733471,0.07558183403248893,0.3218661895910134,-0.10537177863675977
58,vertical_velocity_800_mean,-2.143612406740367,0.15472979458576344,0.28945398611510736,-0.22687083207167913,0.45211308093760816,0.04680931812161238,0.08194780397585179,-0.10309191148486113,-0.057282886219678315,-0.14921154785327553,0.24120173696621736,0.2925740979925272,-0.20632171753074144,-0.08835890334203818
60,vertical_velocity_800_mean,-3.1838122790443792,-1.0428968707045556,-0.9225434328746368,-0.16107092366742023,0.12929932803661506,-0.29161687823789195,0.19050939048431387,0.2651141590996374,-0.1300120949851525,-0.028997025093271525,0.012389847640397623,-0.16979395684667237,0.14690141097513934,0.18928029733828045
61,vertical_velocity_800_mean,-5.209578784271109,0.4286021912782411,0.04654607894930523,-0.05293812356502746,-0.7856667982199362,-0.25318519613496193,0.23682569285040153,0.1578580867793998,0.2829075184383364,-0.2032891060430644,-0.15006225108815932,0.2718959961162794,0.01814606873151517,-0.32963413349201565
62,vertical_velocity_800_mean,-1.875681760001951,-0.33386240682987756,0.5004094020772114,-1.019274154080549,0.17879414609761207,0.34541449380945116,0.0025069949876907038,0.5151326036409553,-0.22608926219354689,0.1926558083722112,0.2702039362884107,-0.32510945972513433,0.13068160704720816,0.07504256519533453
63,vertical_velocity_800_mean,5.3967078341722265,-5.385381626699848,-3.22474633481125,-2.6612650863111056,2.4331311416794956,-1.578861280771567,-0.27953580374296494,0.7691050335538476,1.630788502743147,0.7244687655544723,-0.39391867210304776,0.132387318945245,-0.6702998602412368,0.19495440702305522
64,vertical_velocity_800_mean,1.9787720168720175,-0.7306074064921741,0.0023248900852389596,-0.9577791295435919,-0.279291890631915,0.9533520307842676,-1.4301970353168383,0.7429716976533263,0.22530067341771012,0.06144935503489224,-0.10110972421888612,-0.5771826717590721,-0.35544579786603947,0.3084034069108325
65,vertical_velocity_800_mean,-0.07157245036767755,-0.1517318635895439,0.3113814188720692,-0.3600358849526798,0.9294258447743424,0.44943051820790025,-0.17032903036675284,0.43040043497052066,-0.285460583233,0.00929712192216181,-0.1813283209609593,-0.32729159159110854,0.259711482187511,0.6329889267645203
66,vertical_velocity_800_mean,11.584113778865047,-0.9381237978158183,9.891748087136204,-4.238319430364557,0.2473673532814615,-2.6267971287373157,0.6022935744058421,0.5875211178740856,0.07746585537306028,-0.2693200491403752,-0.05370533024532606,0.21249684523121445,0.34682176080449817,-0.2848956579747325
67,vertical_velocity_800_mean,-3.704379948846252,0.6021311943480488,0.06698383074164382,0.07419436610177893,-0.27216137819872643,-0.30423688098067037,0.028931117714653568,-0.0936436823315694,0.09846152539804258,0.2680177905554662,0.10666804184404924,-0.3193856017188604,0.09103045876554948,-0.06613728758957181
68,vertical_velocity_800_mean,1.2034468503731024,-2.796568081551579,-0.38360873466744905,-0.7424074204587016,0.2378827820221152,1.0926229651477521,0.587945757636126,-0.3281168851624804,-0.7897327278572576,-0.02767605842931867,0.5704456706171014,-0.2324280670818068,0.5744732669866248,0.13126467162089134
69,vertical_velocity_800_mean,-1.8487414085620215,0.36809127783960793,0.7686869261079745,0.13052262253299926,1.0600272989167203,0.5325672728450753,0.7257224329172998,-1.1228943029095155,0.49384848061226194,-0.318317212872161,0.12180939737782776,-0.1897534370670264,-0.0722286390053715,0.1792028038678634
71,vertical_velocity_800_mean,-2.6947731950753924,0.39565946002204955,-0.8916848172269446,0.22162492015392127,-0.08327793453718565,-0.31623072862127016,0.34305889300340475,0.7604023737491591,-0.3721996159917015,-0.2383871395774555,-0.021428896672778162,-0.3419476926593773,0.45119100543946805,0.16610973165938792
72,vertical_velocity_800_mean,-2.2075060067183943,1.235629357294411,1.0221802084837048,1.1683101319951605,-0.20892541995365987,-0.4726306750274944,-0.25596835126706574,0.7554734452352172,-0.5838976186694804,0.3702570644289639,-0.24474279283215158,-0.4260695490192,-0.06404721749367172,-0.4911399651517818
73,vertical_velocity_800_mean,12.339526221918929,14.567531380947303,-3.73799520871347,-3.2481839551616685,0.16086421979888707,0.043251924772483394,0.7892899019962771,-0.05057233544455573,0.1552073594029763,-0.44641751567232585,-0.6467896057854852,-0.5023103821205707,0.12210123633722099,-0.08921454321748187
76,vertical_velocity_800_mean,2.2372818330310493,-0.5252590012349133,0.6725599250973188,1.1255462103878335,2.54876816878135,0.3390310825461083,0.8761214361472949,-0.14175145810051218,-0.671395281868698,0.9172155022628792,-0.21791308556900127,-0.42803953700661634,0.20121067179640775,0.22418278622133544
77,vertical_velocity_800_mean,-2.801052275807822,0.24085732872750093,0.5309944365329834,0.4370820199111784,-0.7063842484017202,0.11106199097820577,-0.24907254409100726,-0.03984059950785102,-0.2751756572393239,0.12735897742504088,-0.11124311849201458,0.08644083342223285,0.2645410077319276,-0.655337323236519
78,vertical_velocity_800_mean,2.396454644984689,3.612303455895385,-0.7517547732569541,-2.1159465528567787,0.4880258342795747,0.8555476013623048,-1.4636549413019224,0.33175642980191805,0.17033160832137553,1.0326993882264905,1.301687265699528,1.0521364554170456,0.043580383750190105,-0.6700407319588817
79,vertical_velocity_800_mean,14.86207770081847,1.3282965079910989,-0.5875877246189086,6.666936617255111,-0.7296210101248483,-2.069201284711451,-0.6598243298014509,-0.6923399381981596,-0.5989578105088122,0.12568040958826873,0.9986602890641415,-0.26830993001555353,-0.2947004126971006,-0.23415820663338816
80,vertical_velocity_800_mean,4.676232484075682,-3.8942335668003065,-2.661666946381763,-2.0667617010187818,-1.3313546804114327,-0.21784768587484782,-1.0768634337214664,-0.1351990192590516,0.3522876696419501,-0.30970164381295523,0.7982060021918526,-1.0740455253028716,-0.22757861386019293,-0.45404469542498116
81,vertical_velocity_800_mean,5.794567105297582,-2.362154128175067,-3.410714972747184,0.7427029478954346,-1.4108945154659465,-1.0699975557335333,1.1573391210206219,0.4950715321183719,-0.32088454149038387,0.887882517887744,-0.06715107118610136,0.40336738460095994,-0.5157575459167149,-0.004462155919426965
82,vertical_velocity_800_mean,0.15118892311434629,-0.06868325648424652,-0.43604562448017203,-0.31252401153038256,-0.5038411001621681,0.6059245107241737,1.2128521881204164,-0.267196629439208,0.1589112701688292,-0.0943203995306875,-0.11909760299677732,0.06956229421492585,-0.23442015743785682,-0.2497218317101028
83,vertical_velocity_800_mean,1.107499424025465,-0.22047969931588568,-0.3611392559423973,1.0807927643277082,0.9932227433745425,0.1184585284758324,0.3756438221262016,0.15503992419147694,0.4500861380110016,-0.20725726138720402,0.4981446577418392,-0.35895239173880106,-0.2258458151260654,0.06530927297324383
85,vertical_velocity_800_mean,5.419534388764499,-3.448211486883662,-0.12452822004668183,-0.10073248004797308,0.38470113961334645,-0.05128360202254366,1.0509258156260837,-0.8190805274482993,-0.20082409093409276,-0.13020362915124428,0.5374359255863352,-0.4098598998317202,0.5997531975624455,0.41724905342865326
86,vertical_velocity_800_mean,-4.363709566399597,-0.4157929253381917,0.2615827382713885,0.6993225943782173,-1.4151524256967236,-0.7364364970206249,1.3262064502467146,0.6188226125798124,-1.1089793967355885,-0.47098830383081147,-0.1904186499408143,0.15268651421321447,-0.2491984394771645,-0.020210861500037508
87,vertical_velocity_800_mean,-4.46004103827651,-0.2192732104242484,-0.5200644075452902,0.46973528425311883,0.0583947228877664,-0.7303437829025086,-0.12150681617728597,0.4564667609785202,0.10781906748404263,0.11128221632162875,0.3878683269588893,-0.2330794371110861,0.4142120630794086,-0.07349226931613466
89,vertical_velocity_800_mean,-1.2422887589995946,1.3991688989192876,2.2749213309454284,1.2758047272697581,1.8804208476300173,1.1601420940562184,-1.4437242095730263,0.6222728865656432,-0.2540455452773103,-1.3490564358054133,0.36054424245350297,0.06559993633078832,-0.896403016741318,0.2708273776312668
90,vertical_velocity_800_mean,-3.062719560330923,1.1702522560766158,0.7244730476397518,0.744628670622524,-0.01839858439928499,-0.040512835369999584,0.4354454130796424,-0.60759428156462,0.08172379732411635,0.4133792263891851,-0.042870404390502104,0.4486184609977582,0.1244848349142253,0.010780128470990497
93,vertical_velocity_800_mean,-1.9138470240491046,0.8555185990349762,0.8718609529286755,2.6425956026120474,1.1862882870512506,-0.09098646333977672,-0.7936300893040541,-0.4621962121835743,0.15268151559221732,0.21754286453348118,-0.6051858626024628,0.1365631211365433,0.25614852068098304,0.19983376462160615
95,vertical_velocity_800_mean,-2.445969053184412,-0.2716405007570279,-0.3275469486352117,-0.9348754213102215,-0.325355386689408,-0.3986654804385465,-0.10056083147010386,-0.16975534995593874,-0.27138961964143066,0.031516546551543845,-0.12804635937327258,-0.17174138071109407,0.01730886018129813,0.5831147130900001
